Halaman,Judul,Tautan,Penulis,Tahun,Sitasi,Institusi
5330,Global Governance Perspektif Liberalisme,https://scholar.google.com/scholar?q=+intitle:'Global Governance Perspektif Liberalisme',"RC Kurniawan
PUBLICA 1 (2)",2011,2,PUBLICA 1 (2)
5330,The Phenomenon of English Language Learning Content in Instagram: Threat or Opportunity?,https://scholar.google.com/scholar?q=+intitle:'The Phenomenon of English Language Learning Content in Instagram: Threat or Opportunity?',"FP Syahputra, TT Zein, B Febrilliandika
Talenta Conference Series: Local Wisdom, Social, and Arts (LWSA) 6 (3), 21-30, 2023",2023,1,"Talenta Conference Series: Local Wisdom, Social, and Arts (LWSA) 6 (3), 21-30, 2023"
5330,"PENGARUH WORK ENVIRONMENT, KOMPENSASI, DAN WORK DISCIPLINE TERHADAP KINERJA KARYAWAN PADA PT KAIBON INDAH MADIUN (Studi Kasus Karyawan Bagian Operator Produksi PT. Kaibon Indah …","https://scholar.google.com/scholar?q=+intitle:'PENGARUH WORK ENVIRONMENT, KOMPENSASI, DAN WORK DISCIPLINE TERHADAP KINERJA KARYAWAN PADA PT KAIBON INDAH MADIUN (Studi Kasus Karyawan Bagian Operator Produksi PT. Kaibon Indah …'","AA Lailida, M Asmike
SIMBA: Seminar Inovasi Manajemen, Bisnis, dan Akuntansi 5, 2023",2023,0,"SIMBA: Seminar Inovasi Manajemen, Bisnis, dan Akuntansi 5, 2023"
5330,The potential of recovering design strength of rubberized concrete using aqua-thermally treated crumb rubber at lower replacement ratios,https://scholar.google.com/scholar?q=+intitle:'The potential of recovering design strength of rubberized concrete using aqua-thermally treated crumb rubber at lower replacement ratios',"BGV Sanjaya, J Appuhamy, W Bandara, S Venkatesan, RJ Gravina
Construction and Building Materials 458, 139627, 2025",2025,0,"Construction and Building Materials 458, 139627, 2025"
5330,REKAPCIPTA (USER EXPERIENCE) PENGALAMAN PENGGUNA PADA DISTRO LINUX UBUNTU,https://scholar.google.com/scholar?q=+intitle:'REKAPCIPTA (USER EXPERIENCE) PENGALAMAN PENGGUNA PADA DISTRO LINUX UBUNTU',"R Rahman, MR Sadjid
Jurnal Multidisiplin Inovatif 8 (7), 2024",2024,0,"Jurnal Multidisiplin Inovatif 8 (7), 2024"
5330,"Yuberti, and W. Widayanti,“Kotak Pop-Up Berbasis Problem Solving: Pengembangan Media Pembelajaran pada Materi Cahaya dan Alat-Alat Optik untuk Kelas VIII SMP,”","https://scholar.google.com/scholar?q=+intitle:'Yuberti, and W. Widayanti,“Kotak Pop-Up Berbasis Problem Solving: Pengembangan Media Pembelajaran pada Materi Cahaya dan Alat-Alat Optik untuk Kelas VIII SMP,”'","S Mahayani, I Irwandani
J. Pendidik. Mat. dan IPA 9 (2)",2018,1,J. Pendidik. Mat. dan IPA 9 (2)
5331,HUBUNGAN SISTEM PEMBIAYAAN KESEHATAN MELALUI BADAN PENYELENGGARA JAMINAN SOSIAL DENGAN MUTU ASUHAN KEPERAWATAN DI RUAN...,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN SISTEM PEMBIAYAAN KESEHATAN MELALUI BADAN PENYELENGGARA JAMINAN SOSIAL DENGAN MUTU ASUHAN KEPERAWATAN DI RUAN...',"NNUR KUSUMASTUTI, H Subekti, S Kep, D Wardanah, S Kep
Universitas Gadjah Mada",2015,0,Universitas Gadjah Mada
5331,STUDI KELAYAKAN DAN PERENCANAAN DESAIN EMBUNG UNTUK AIR IRIGASI DESA WONOMULYO KECAMATAN PONCOKUSUMO,https://scholar.google.com/scholar?q=+intitle:'STUDI KELAYAKAN DAN PERENCANAAN DESAIN EMBUNG UNTUK AIR IRIGASI DESA WONOMULYO KECAMATAN PONCOKUSUMO',"JN Surbakti, RI Hapsari, S Riyanto
Jurnal Online Skripsi Manajemen Rekayasa Konstruksi (JOS-MRK) 4 (3), 254-159, 2023",2023,0,"Jurnal Online Skripsi Manajemen Rekayasa Konstruksi (JOS-MRK) 4 (3), 254-159, 2023"
5331,Teachers‟ and Students‟ Voices Toward The Use Of Quipper School on English Subject in SMP N 40 Semarang,https://scholar.google.com/scholar?q=+intitle:'Teachers‟ and Students‟ Voices Toward The Use Of Quipper School on English Subject in SMP N 40 Semarang',"AD Kusumawardani, A Faizah
UNNES-TEFLIN National Seminar, 44-55",2017,6,"UNNES-TEFLIN National Seminar, 44-55"
5331,pengaruh Debt To Equity Ratio Dan Longterm Debt To Equity Ratio Terhadap Retun On Equity Dengan Ukuran Perusahaan Sebagai Variabel Moderating Di Bursa Efek Indonesia,https://scholar.google.com/scholar?q=+intitle:'pengaruh Debt To Equity Ratio Dan Longterm Debt To Equity Ratio Terhadap Retun On Equity Dengan Ukuran Perusahaan Sebagai Variabel Moderating Di Bursa Efek Indonesia',"RP Sipahutar, DK Gultom
Kumpulan Penelitian dan Pengabdian Dosen 1 (1), 2018",2018,11,"Kumpulan Penelitian dan Pengabdian Dosen 1 (1), 2018"
5331,Model Pembelajaran Berdeferensiasi dengan Refleksi 4P Berbasis Guide Note Taking bagi Peserta Didik Berkesulitan Belajar Matematika di Sekolah Dasar,https://scholar.google.com/scholar?q=+intitle:'Model Pembelajaran Berdeferensiasi dengan Refleksi 4P Berbasis Guide Note Taking bagi Peserta Didik Berkesulitan Belajar Matematika di Sekolah Dasar',"F Hidayah, YY Sary, A Fatayan, AS Soeparno
Jurnal Ilmiah Pendidikan Profesi Guru 7 (2), 341-350, 2024",2024,0,"Jurnal Ilmiah Pendidikan Profesi Guru 7 (2), 341-350, 2024"
5331,Implementation of Distrubution Permits in the Development of Processed Seafood Products in Semarang City,https://scholar.google.com/scholar?q=+intitle:'Implementation of Distrubution Permits in the Development of Processed Seafood Products in Semarang City',"C Retnaningsih, BB Retnawati, O Ruenda
International Food Conference 2021, 2021",2021,0,"International Food Conference 2021, 2021"
5331,"Chao, WS, 294 Choi, LJ, 112 Croix, NJDL, 51","https://scholar.google.com/scholar?q=+intitle:'Chao, WS, 294 Choi, LJ, 112 Croix, NJDL, 51'","AF Abdillah, NAS Abdullah, NA Abdullah, M Abdurohman, MS Abid, ...",0000,0,
5331,TINJAUAN YURIDIS KAPAL PENANGKAP IKAN BERBENDERA ASING DI WILAYAH ZONA EKONOMI EKSKLUSIF YANG TIDAK MEMILIKI SURAT IZIN PENANGKAPAN IKAN,https://scholar.google.com/scholar?q=+intitle:'TINJAUAN YURIDIS KAPAL PENANGKAP IKAN BERBENDERA ASING DI WILAYAH ZONA EKONOMI EKSKLUSIF YANG TIDAK MEMILIKI SURAT IZIN PENANGKAPAN IKAN',"HS Flora, FF Banjarnahor
JURNAL PROFILE HUKUM, 1-11, 2024",2024,0,"JURNAL PROFILE HUKUM, 1-11, 2024"
5331,Perilaku konsumen pasar lombok dan indomaret di palangkaraya dalam perspektif islamic consumer behavior,https://scholar.google.com/scholar?q=+intitle:'Perilaku konsumen pasar lombok dan indomaret di palangkaraya dalam perspektif islamic consumer behavior',"A Ridha
IAIN Palangka Raya",2018,0,IAIN Palangka Raya
5331,Pentingnya Perlindungan Hukum Paten Warga Negara Asing Di Wilayah Indonesia Guna Meningkatkan Investasi Asing,https://scholar.google.com/scholar?q=+intitle:'Pentingnya Perlindungan Hukum Paten Warga Negara Asing Di Wilayah Indonesia Guna Meningkatkan Investasi Asing',"S Syafrida
ADIL: Jurnal Hukum 10 (1), 2019",2019,5,"ADIL: Jurnal Hukum 10 (1), 2019"
5332,"Tinjauan Pemotongan, Penyetoran dan Pelaporan PPh pasal 23 atas Jasa Perbaikan dan Pemeliharaan Gedung Kantor Pusat PT Bank Sulselbar Makassar","https://scholar.google.com/scholar?q=+intitle:'Tinjauan Pemotongan, Penyetoran dan Pelaporan PPh pasal 23 atas Jasa Perbaikan dan Pemeliharaan Gedung Kantor Pusat PT Bank Sulselbar Makassar'","MG Ramadhan, MH Paramita, Ilham
Pabean, 2019",2019,0,"Pabean, 2019"
5332,Peran Keluarga Sebagai Care Giver dalam Merawat Anggota Keluarga yang Menderita Tuberculosis,https://scholar.google.com/scholar?q=+intitle:'Peran Keluarga Sebagai Care Giver dalam Merawat Anggota Keluarga yang Menderita Tuberculosis',"A Muryadewi, B Kristinawati, M Kep, NS Kep
Universitas Muhammadiyah Surakarta, 2019",2019,0,"Universitas Muhammadiyah Surakarta, 2019"
5332,"PEMODELAN GEOMETRI LAPISAN BATUBARA BERDASARKAN KARAKTERISTIK GAMMA RAY LOG DAN DENSITY LOG DI FORMASI BALIKPAPAN BAGIAN ATAS, DAERAH LOA JANAN, KABUPATEN KUTAI KARTANEGARA …","https://scholar.google.com/scholar?q=+intitle:'PEMODELAN GEOMETRI LAPISAN BATUBARA BERDASARKAN KARAKTERISTIK GAMMA RAY LOG DAN DENSITY LOG DI FORMASI BALIKPAPAN BAGIAN ATAS, DAERAH LOA JANAN, KABUPATEN KUTAI KARTANEGARA …'","R Kurniawati
Universitas Pembangunan Nasional Veteran Yogyakarta, 2021",2021,0,"Universitas Pembangunan Nasional Veteran Yogyakarta, 2021"
5332,Pengaruh Pemberian Ekstrak Anggur Hitam (Vitis vinifera) terhadap Kadar LDL pada Tikus Wistar Jantan (Rattus norvegicus) yang Diinduksi Hiperkolesterol,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pemberian Ekstrak Anggur Hitam (Vitis vinifera) terhadap Kadar LDL pada Tikus Wistar Jantan (Rattus norvegicus) yang Diinduksi Hiperkolesterol',"NKW Anggarini, IA Lestarini, A Ekawanti
Jurnal Kedokteran 6 (2.1), 2017",2017,0,"Jurnal Kedokteran 6 (2.1), 2017"
5332,Security Risk Analysis in Accounting Information Systems Based on Data Dashboard from the Palo Alto Network PA-820 UTM,https://scholar.google.com/scholar?q=+intitle:'Security Risk Analysis in Accounting Information Systems Based on Data Dashboard from the Palo Alto Network PA-820 UTM',A Roup,2024,0,
5332,Partisipasi Masyarakat Terhadap Pengembangan Budaya Barapan Kebo di Desa Kecamatan Empang Kabupaten Sumbawa,https://scholar.google.com/scholar?q=+intitle:'Partisipasi Masyarakat Terhadap Pengembangan Budaya Barapan Kebo di Desa Kecamatan Empang Kabupaten Sumbawa',"Y Kurniawan, T Ramdani, A Nasrullah",0000,0,
5332,Cross-cultural insights on computational thinking in geometry: Indonesian and Japanese students’ perspectives,https://scholar.google.com/scholar?q=+intitle:'Cross-cultural insights on computational thinking in geometry: Indonesian and Japanese students’ perspectives',"RCI Prahmana, S Kusaka, NRN Peni, H Endo, A Azhari, K Tanikawa
Journal on Mathematics Education 15 (2), 613-638, 2024",2024,2,"Journal on Mathematics Education 15 (2), 613-638, 2024"
5332,Optimasi Jarak dan Waktu Material Handling dengan Perbaikan Layout Berdasarkan Class Based Storage dan Simulasi,https://scholar.google.com/scholar?q=+intitle:'Optimasi Jarak dan Waktu Material Handling dengan Perbaikan Layout Berdasarkan Class Based Storage dan Simulasi',"P Sitasi, IP Tama, DP Andriani, NA Putri",0000,0,
5332,"Ethnic Conflict Theory, Religiosity, and Cultural Bond: Approaches Combined to Resolve Religious Intolerance in Ambon","https://scholar.google.com/scholar?q=+intitle:'Ethnic Conflict Theory, Religiosity, and Cultural Bond: Approaches Combined to Resolve Religious Intolerance in Ambon'","C Pamungkas
Harmoni 14 (1), 9-25, 2015",2015,4,"Harmoni 14 (1), 9-25, 2015"
5332,MENINGKATKAN KEMAMPUAN BERBAHASA ANAK MELALUI KEGIATAN BERNYANYI DI TK KARTIKA IV-47 BOJONEGORO,https://scholar.google.com/scholar?q=+intitle:'MENINGKATKAN KEMAMPUAN BERBAHASA ANAK MELALUI KEGIATAN BERNYANYI DI TK KARTIKA IV-47 BOJONEGORO',"NDA Putri
At-Thufail Jurnal Pendidikan Islam Anak Usia Dini 1 (2), 68-74, 2024",2024,0,"At-Thufail Jurnal Pendidikan Islam Anak Usia Dini 1 (2), 68-74, 2024"
5333,"The Influence of Situational Leadership, Work Environment, Competence, and Motivation on Employee Job Satisfaction at the National Library of Indonesia","https://scholar.google.com/scholar?q=+intitle:'The Influence of Situational Leadership, Work Environment, Competence, and Motivation on Employee Job Satisfaction at the National Library of Indonesia'","SR Prisla Yanuardi Tulus Putra
International Journal of Current Science Research and Review 4 (7), 796-807, 2021",2021,0,"International Journal of Current Science Research and Review 4 (7), 796-807, 2021"
5333,Simulasi Numeris Pengaruh Variasi Ketebalan Scaling Pada Sudu Terhadap Unjuk Kerja Pompa Sentrifugal,https://scholar.google.com/scholar?q=+intitle:'Simulasi Numeris Pengaruh Variasi Ketebalan Scaling Pada Sudu Terhadap Unjuk Kerja Pompa Sentrifugal',"KD dan J. Waluyo
Journal of Mechanical Design and Testing 4(2), (2022), 87-93, DOI:http://dx …, 2022",2022,0,"Journal of Mechanical Design and Testing 4(2), (2022), 87-93, DOI:http://dx …, 2022"
5333,Pendidikan Anak Usia Dini Holistik Integratif (PAUD-HI) di Kecamatan Tamalanrea Kota Makassar,https://scholar.google.com/scholar?q=+intitle:'Pendidikan Anak Usia Dini Holistik Integratif (PAUD-HI) di Kecamatan Tamalanrea Kota Makassar',"H Herman, R Rusmayadi, SN Ilyas
Seminar Nasional Pengabdian Kepada Masyarakat, 0",0000,1,"Seminar Nasional Pengabdian Kepada Masyarakat, 0"
5333,Pengembangan bahan ajar menulis teks eksposisi berstrategi pemodelan untuk siswa SMA kelas X,https://scholar.google.com/scholar?q=+intitle:'Pengembangan bahan ajar menulis teks eksposisi berstrategi pemodelan untuk siswa SMA kelas X',"RYR Sari
Universitas Negeri Malang. Program Studi Pendidikan Bahasa, Sastra Indonesia …, 2015",2015,0,"Universitas Negeri Malang. Program Studi Pendidikan Bahasa, Sastra Indonesia …, 2015"
5333,PENERAPAN CRITICAL PATH METHOD DAN EARNED VALUE METHOD PADA PROYEK PEMBANGUNAN JARINGAN DISTRIBUSI LISTRIK PERDESAAN,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN CRITICAL PATH METHOD DAN EARNED VALUE METHOD PADA PROYEK PEMBANGUNAN JARINGAN DISTRIBUSI LISTRIK PERDESAAN',"F Nurunnajmi, D Satyanegara
Sumber 1, 421.000, 0",0000,0,"Sumber 1, 421.000, 0"
5333,Campur Kode Dalam Penggunaan Bahasa Indonesia Di Media Sosial “WhatsApp”,https://scholar.google.com/scholar?q=+intitle:'Campur Kode Dalam Penggunaan Bahasa Indonesia Di Media Sosial “WhatsApp”',"IGP Sutarma
Soshum: Jurnal Sosial dan Humaniora 7 (2), 189-201",2017,5,"Soshum: Jurnal Sosial dan Humaniora 7 (2), 189-201"
5333,"Irdawati, dan Anhar, A. 2020. The Utilization of Coconut Water and Molasses as Fluorescent Pseudomonad Propagation Medium","https://scholar.google.com/scholar?q=+intitle:'Irdawati, dan Anhar, A. 2020. The Utilization of Coconut Water and Molasses as Fluorescent Pseudomonad Propagation Medium'","L Advinda, M Fifendy
International Journal of Progressive Sciences and Technologies (IJPSAT) 19 …, 0",0000,4,"International Journal of Progressive Sciences and Technologies (IJPSAT) 19 …, 0"
5333,Faktor-Faktor Tidak Menggunakan Alat Pelindung Mata Pada Pekerja Las di Proyek Konstruksi,https://scholar.google.com/scholar?q=+intitle:'Faktor-Faktor Tidak Menggunakan Alat Pelindung Mata Pada Pekerja Las di Proyek Konstruksi',"F Harianto, D Listyaningsih
Prosiding SENASTITAN: Seminar Nasional Teknologi Industri Berkelanjutan 3, 2023",2023,0,"Prosiding SENASTITAN: Seminar Nasional Teknologi Industri Berkelanjutan 3, 2023"
5333,AKTIVITAS KOMUNIKASI INTERPERSONAL GURU DAN SISWA MELALUI MEDIA DARING DI SMP N 2 SAPURAN,https://scholar.google.com/scholar?q=+intitle:'AKTIVITAS KOMUNIKASI INTERPERSONAL GURU DAN SISWA MELALUI MEDIA DARING DI SMP N 2 SAPURAN',"SY Devi, MP Suranto",0000,0,
5333,Keberanian Sebagai Nilai Penting Dalam Pendidikan Anti Korupsi Bagi Mahasiswa,https://scholar.google.com/scholar?q=+intitle:'Keberanian Sebagai Nilai Penting Dalam Pendidikan Anti Korupsi Bagi Mahasiswa',"V Ruhaza, M Jannah
Ameena Journal 1 (2), 215-222, 2023",2023,3,"Ameena Journal 1 (2), 215-222, 2023"
5334,"Perbandingan Hasil Pengelompokan menggunakan Analisis Cluster Berhirarki, K-Means Cluster, dan Cluster Ensemble (Studi Kasus Data Indikator Pelayanan Kes...","https://scholar.google.com/scholar?q=+intitle:'Perbandingan Hasil Pengelompokan menggunakan Analisis Cluster Berhirarki, K-Means Cluster, dan Cluster Ensemble (Studi Kasus Data Indikator Pelayanan Kes...'","C Suhaeni, A Kurnia, R Ristiyanti
JURNAL MEDIA INFOTAMA 14 (1)",2018,0,JURNAL MEDIA INFOTAMA 14 (1)
5334,Kerangka Kerja Keterikatan Pelanggan Terhadap Kepuasan Pelanggan: Anteseden dan Konsekuensi,https://scholar.google.com/scholar?q=+intitle:'Kerangka Kerja Keterikatan Pelanggan Terhadap Kepuasan Pelanggan: Anteseden dan Konsekuensi',"NA Wardani, E Kustami
Jurnal Ilmiah Manajemen, Ekonomi dan Bisnis 2 (1), 100-117, 2023",2023,4,"Jurnal Ilmiah Manajemen, Ekonomi dan Bisnis 2 (1), 100-117, 2023"
5334,Teori Ekonomi,https://scholar.google.com/scholar?q=+intitle:'Teori Ekonomi',"PR Mudawamah, Siti, Indah Lestari, Muhi Mukti, Euis Ajizah, Irene Kartika ...",2023,0,
5334,ONE STAY THREE STRAY: A STRATEGY TO IMPROVE STUDENTS’WRITING SKILL,https://scholar.google.com/scholar?q=+intitle:'ONE STAY THREE STRAY: A STRATEGY TO IMPROVE STUDENTS’WRITING SKILL',"IP Hapsari
UNNES International Conference on ELTLT, 237-245, 2012",2012,1,"UNNES International Conference on ELTLT, 237-245, 2012"
5334,Search for  decays with hadronic  tags,https://scholar.google.com/scholar?q=+intitle:'Search for  decays with hadronic  tags',"B Aubert, M Bona, D Boutigny, Y Karyotakis, JP Lees, V Poireau, ...
Physical Review D—Particles, Fields, Gravitation, and Cosmology 77 (1), 011107, 2008",2008,172,"Physical Review D—Particles, Fields, Gravitation, and Cosmology 77 (1), 011107, 2008"
5334,Association between triglyceride-glucose index (Tyg index) and type 2 diabetes mellitus: A systematic review,https://scholar.google.com/scholar?q=+intitle:'Association between triglyceride-glucose index (Tyg index) and type 2 diabetes mellitus: A systematic review',"IA Liberty, NK Putri
Epidemiology, Biostatistics, and Public Health 17 (1), 2020",2020,3,"Epidemiology, Biostatistics, and Public Health 17 (1), 2020"
5334,Penentuan Bonus Karyawan Menggunakan Weigted Product Pada Perusasahaan Agro Bisnin Palu,https://scholar.google.com/scholar?q=+intitle:'Penentuan Bonus Karyawan Menggunakan Weigted Product Pada Perusasahaan Agro Bisnin Palu',"N Ainun, D Kusumawati, S Kaharu
SEMNASTEKNOMEDIA ONLINE 5 (1), 3-5-121, 2017",2017,3,"SEMNASTEKNOMEDIA ONLINE 5 (1), 3-5-121, 2017"
5334,Perancangan Dan Implementasi Aplikasi Virtual Gamelan Berbasis Android,https://scholar.google.com/scholar?q=+intitle:'Perancangan Dan Implementasi Aplikasi Virtual Gamelan Berbasis Android',"DA Agusdinata
Program Studi Teknik Informatika FTI-UKSW, 2012",2012,0,"Program Studi Teknik Informatika FTI-UKSW, 2012"
5334,Peranan Kredit Kelompok Petani Kecil Dalam Pembinaan Usaha Sampingan di Kabupaten Deli Serdang dan Langkat,https://scholar.google.com/scholar?q=+intitle:'Peranan Kredit Kelompok Petani Kecil Dalam Pembinaan Usaha Sampingan di Kabupaten Deli Serdang dan Langkat',"R Rahmaniah, Y Lubis, A Azwana
JURNAL AGRICA 4 (1), 51-58, 2011",2011,0,"JURNAL AGRICA 4 (1), 51-58, 2011"
5334,DESIGNING ENGLISH INTRUCTIONAL MATERIALS FOR EFL SENIOR HIGH SCHOOL STUDENTS BASED ON SCHOOL CURRICULUM,https://scholar.google.com/scholar?q=+intitle:'DESIGNING ENGLISH INTRUCTIONAL MATERIALS FOR EFL SENIOR HIGH SCHOOL STUDENTS BASED ON SCHOOL CURRICULUM',"ENY SYATRIANA, PG ROGRAM",0000,0,
5335,Menekuni Dunia Tulis-Menulis,https://scholar.google.com/scholar?q=+intitle:'Menekuni Dunia Tulis-Menulis',"Y Sehandi
Tabloid SN Samansa News (Ende) 20 (Bulanan), 4, 2016",2016,0,"Tabloid SN Samansa News (Ende) 20 (Bulanan), 4, 2016"
5335,Strategi Bauran Pemasaran Ud. Tropical Batik Dusun Klontang Desa Gendoh Kecamatan Sempu Kabupaten Banyuwangi,https://scholar.google.com/scholar?q=+intitle:'Strategi Bauran Pemasaran Ud. Tropical Batik Dusun Klontang Desa Gendoh Kecamatan Sempu Kabupaten Banyuwangi',"S Djaja, HM Ani",0000,0,
5335,Perbedaan Kemampuan Motorik Pasien Pasca Stroke Sebelum dan Sesudah Melakukan Senam Stroke di RSSN Bukittinggi,https://scholar.google.com/scholar?q=+intitle:'Perbedaan Kemampuan Motorik Pasien Pasca Stroke Sebelum dan Sesudah Melakukan Senam Stroke di RSSN Bukittinggi',"Yulastri, Syahrum, Sefrizon
Jurnal Sehat Mandiri 11 (Politeknik Kesehatan Kemenkes Padang), 39 - 46, 2016",2016,0,"Jurnal Sehat Mandiri 11 (Politeknik Kesehatan Kemenkes Padang), 39 - 46, 2016"
5335,Perencanaan Sumber Daya Pemuda Lokal dalam Jabatan Manejerial Di Pembangkit Listrik Tenaga Air (PLTA)(Studi Kasus di PLTA Poso Energy),https://scholar.google.com/scholar?q=+intitle:'Perencanaan Sumber Daya Pemuda Lokal dalam Jabatan Manejerial Di Pembangkit Listrik Tenaga Air (PLTA)(Studi Kasus di PLTA Poso Energy)',"R Mangun, J Kamase, S Serang
Journal of Accounting and Finance (JAF) 2 (2), 34-49, 2021",2021,0,"Journal of Accounting and Finance (JAF) 2 (2), 34-49, 2021"
5335,Hubungan gratitude dan subjective well-being odapus wanita dewasa awal di Syamsi Dhuha Foundation Bandung,https://scholar.google.com/scholar?q=+intitle:'Hubungan gratitude dan subjective well-being odapus wanita dewasa awal di Syamsi Dhuha Foundation Bandung',"NF Mahardhika, L Halimah
Psympathic: Jurnal Ilmiah Psikologi 4 (1), 91-114, 2017",2017,22,"Psympathic: Jurnal Ilmiah Psikologi 4 (1), 91-114, 2017"
5335,HASIL TURNITIN Settlement of Sharia Banking Dispute Based on Legal Culture As The Islamic Moderation Of Indonesia,https://scholar.google.com/scholar?q=+intitle:'HASIL TURNITIN Settlement of Sharia Banking Dispute Based on Legal Culture As The Islamic Moderation Of Indonesia',"E Hariyanto
JURNAL AL-IHKAM, 0",0000,0,"JURNAL AL-IHKAM, 0"
5335,Pengembangan Sistem Antrian Dinas Kependudukan dan Catatan Sipil (DisDukCapil) Samarinda,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Sistem Antrian Dinas Kependudukan dan Catatan Sipil (DisDukCapil) Samarinda',"I Hasmadi, Z Zulkarnaen, A Arbansyah
Jurnal Pengabdian Kepada Masyarakat 2 (4), 72-81, 2023",2023,1,"Jurnal Pengabdian Kepada Masyarakat 2 (4), 72-81, 2023"
5335,Susu segar kambing etawa yang difermentasi dalam bambu betung (Dendrocalamus asper) dan bambu tali (Gigantochloa apus) sebagai probiotik bakteri asam laktat,https://scholar.google.com/scholar?q=+intitle:'Susu segar kambing etawa yang difermentasi dalam bambu betung (Dendrocalamus asper) dan bambu tali (Gigantochloa apus) sebagai probiotik bakteri asam laktat',"NNT Febrina, S Bahri, DAC Rasmi
Jurnal Pijar MIPA. Universitas Mataram Nusa Tenggara Barat. ISS, 2019",2019,7,"Jurnal Pijar MIPA. Universitas Mataram Nusa Tenggara Barat. ISS, 2019"
5335,Pos Pemeriksaan Lintas Batas Entikong Perbatasan Kalimantan Barat Sarawak Landasan Konseptual Perencanaan dan Perancangan,https://scholar.google.com/scholar?q=+intitle:'Pos Pemeriksaan Lintas Batas Entikong Perbatasan Kalimantan Barat Sarawak Landasan Konseptual Perencanaan dan Perancangan',"W Kartikasari
Universitas Islam Indonesia, 1996",1996,0,"Universitas Islam Indonesia, 1996"
5335,Adolescent Phenomenons That Work as Female Sex Workers in Kupang City on May-October 2019,https://scholar.google.com/scholar?q=+intitle:'Adolescent Phenomenons That Work as Female Sex Workers in Kupang City on May-October 2019',"LO Eluama, W Anis, N Febryana
Indonesian Midwifery and Health Sciences Journal 4 (2), 137-149, 0",0000,0,"Indonesian Midwifery and Health Sciences Journal 4 (2), 137-149, 0"
5336,PEMANFAATAN KULIT KAPUK SEBAGAI SUMBER BASA DALAM PEMBUATAN SABUN LUNAK TRANSPARAN,https://scholar.google.com/scholar?q=+intitle:'PEMANFAATAN KULIT KAPUK SEBAGAI SUMBER BASA DALAM PEMBUATAN SABUN LUNAK TRANSPARAN',E Kurniasih,0000,0,
5336,irtawsi: Items Response Theory Analysis with Steps and Interpretation (R package version 0.4.1).,https://scholar.google.com/scholar?q=+intitle:'irtawsi: Items Response Theory Analysis with Steps and Interpretation (R package version 0.4.1).',"HP Susanto, H Retnawati, AM Abadi, H Haryanto, RM Ali, H Djidu
https://cran.r-project.org/web/packages/irtawsi/index.html, 2024",2024,0,"https://cran.r-project.org/web/packages/irtawsi/index.html, 2024"
5336,KANDUNGAN POLIFENOL DAN PROTEIN TEPUNG KEDELE AKIBAT PERLAKUAN PENGOLAHAN,https://scholar.google.com/scholar?q=+intitle:'KANDUNGAN POLIFENOL DAN PROTEIN TEPUNG KEDELE AKIBAT PERLAKUAN PENGOLAHAN',"B Tamam, IPG Aditia
Jurnal Skala Husada 10 (1), 44-46, 2013",2013,6,"Jurnal Skala Husada 10 (1), 44-46, 2013"
5336,DETEKSI DAN IDENTIFIKASI MOLEKULER EXPRESSION-SITE-ASSOCIATED GENE (ESAG) 6 PADA Trypanosoma evansi,https://scholar.google.com/scholar?q=+intitle:'DETEKSI DAN IDENTIFIKASI MOLEKULER EXPRESSION-SITE-ASSOCIATED GENE (ESAG) 6 PADA Trypanosoma evansi',"F ROHMAN
Universitas Gadjah Mada, 2017",2017,0,"Universitas Gadjah Mada, 2017"
5336,PELATIHAN KONSEP DIRI REMAJA PUTRI UNTUK MEMBANGUN PEMAHAMAN TENTANG STANDAR KECANTIKAN,https://scholar.google.com/scholar?q=+intitle:'PELATIHAN KONSEP DIRI REMAJA PUTRI UNTUK MEMBANGUN PEMAHAMAN TENTANG STANDAR KECANTIKAN',H Wibowo,0000,0,
5336,Speaking Ability of English Department Students of Toraja Christian University of Indonesia,https://scholar.google.com/scholar?q=+intitle:'Speaking Ability of English Department Students of Toraja Christian University of Indonesia',"R La'biran
Speaking Ability of English Department Students of Toraja Christian …, 2020",2020,0,"Speaking Ability of English Department Students of Toraja Christian …, 2020"
5336,(Similarity Check) ANALISIS KEUNTUNGAN USAHA SIRUP SEGAR CV. SEGARINDO UTAMA,https://scholar.google.com/scholar?q=+intitle:'(Similarity Check) ANALISIS KEUNTUNGAN USAHA SIRUP SEGAR CV. SEGARINDO UTAMA',"PA Pangemanan
Fakultas Pertanian Universitas Sam Ratulangi Manado, 2015",2015,0,"Fakultas Pertanian Universitas Sam Ratulangi Manado, 2015"
5336,"Pengaruh Kombinasi Penambahan Ekstrak Nanas pada Pakan Buatan dan Probiotik pada Media Pemeliharaan terhadap Efisiensi Pemanfaatan Pakan, Pertumbuhan dan Kelulushidupan Ikan …","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Kombinasi Penambahan Ekstrak Nanas pada Pakan Buatan dan Probiotik pada Media Pemeliharaan terhadap Efisiensi Pemanfaatan Pakan, Pertumbuhan dan Kelulushidupan Ikan …'","AL Pratama, D Rachmawati, J Hutabarat
Journal of Aquaculture Management and Technology 6 (4), 30-38",2017,0,"Journal of Aquaculture Management and Technology 6 (4), 30-38"
